OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_citation,_latitude,_longitude,_napa_photo_exists,_observed_feature,_orig_lat,_orig_lon,Net_Slip_Preffered_cm
1765,1197.0,Uncertain,Source: Napa 2014; Displacement sense: opening; halfway up scarp.,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.32244262,-122.334722,Y,Soil,38.3224144,-122.3347015,
1959,1198.0,Uncertain,Source: Napa 2014; Extension cracks < 1 cm.,,,,,,,,<1*,,,L,,,,,,,,,,,,,,,,,,2014:08:24,Schwartz,,,,,,,,,,,,,,,,,,38.32244262,-122.334722,Y,Soil,38.32242966,-122.3347244,
2150,1199.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.32244262,-122.334722,Y,Soil,38.32234573,-122.3346786,
1364,1200.0,Uncertain,Source: Napa 2014; Crack in trail. 2-3 mm open.Orientation nearly orthogonal to slope. Near transition between boulder and clayey material in trail cut.,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:08:25,Seitz/Rubin,,,,,,,,,,,,,,,,,,38.32244262,-122.334722,Y,Soil,38.32237625,-122.3347473,
435,1201.0,Uncertain,"Source: Napa 2014; Alston park: asphalt pathway just ~30 m southwest of entrance gate and sign/kiosk; small tent, ~<5 cm high, in path, but sides of path are not significantly displaced; possibly tectonic in origin, but not definitely; zone of cracks cross path ~ perpendicular and one is oriented N40W.",,,,,320,,,,,,L,,,,,,,,,,,,,,,,,,2014:08:28,Hudnut,,,,,,,,,,,,,,,,,,38.32273983,-122.3332652,N,Pavement,38.32273483,-122.333252,
25,1202.0,Uncertain,"Source: Napa 2014; Hairline fracture across dirt road, can be extended to the north west and south east a few meters into the soil. Trend 113.",,,,,113,,,,,,L,,,,,,,,,,,,,,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,,38.3254063,-122.3409633,Y,Soil,38.32540131,-122.34095,
1478,1203.0,Uncertain,Source: Napa 2014; Minor tenting across driveway along pre-existing cracks. Do not extend into soil. No lateral offset. Other similar features along this driveway. ,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:08:27,Seitz/Rubin,,,,,,,,,,,,,,,,,,38.32795873,-122.3381267,Y,Pavement,38.32794952,-122.3381271,
381,1204.0,Uncertain,Source: Napa 2014; Uplifted/fractured pavement.,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:08:28,Hudnut,,,,,,,,,,,,,,,,,,38.32795873,-122.3381267,Y,Pavement,38.32795715,-122.3381271,
8,1205.0,Uncertain,Source: Napa 2014; Compressive fracture in pavement at Alston Park. Strike trend 310. Does not extend into soil.,,,,,310,,,,,,L,,,,,,,,,,,,,,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,,38.32795873,-122.3381267,Y,Pavement,38.32794952,-122.33815,
53,1210.0,Uncertain,Source: Napa 2014; Regal Drive. Small cracks in curb.,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.31138347,-122.337202,Y,Curb/Sidewalk,38.31137848,-122.3371887,
831,1211.0,Uncertain,Source: Napa 2014; Two sidewalk panels upside down. Possibly shaking related. Does not appear to be related to rupture based on distance from observed rupture locations.,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:25,Seitz/Rubin,,,,,,,,,,,,,,,,,,38.31158947,-122.3380946,Y,Curb/Sidewalk,38.31158447,-122.3380814,
1389,1212.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:25,Seitz/Rubin,,,,,,,,,,,,,,,,,,38.31173641,-122.3385564,Y,Curb/Sidewalk,38.31163025,-122.3386383,
52,1213.0,Uncertain,"Source: Napa 2014; Westminster and Regal, damaged sidewalk. ",,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.31173824,-122.3375529,Y,Curb/Sidewalk,38.3117218,-122.3374863,
50,1214.0,Uncertain,"Source: Napa 2014; Camilla Dr., small cracks across road N17W.",,,,,343,,,,,,M,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.31253193,-122.3385443,N,Pavement,38.31256866,-122.3385544,
1762,1215.0,Uncertain,Source: Napa 2014; Site name: camilla - Measurement: None - Measurement azimuth: None - Feature azimuth: 3 - Displacement sense: RL; compressed road.,,RL,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.31258178,-122.3378488,Y,Pavement,38.31261063,-122.3379822,
861,1216.0,Uncertain,Source: Napa 2014; Cracking and deformed asphalt. Cracks do not extend into soil. No lateral displacement. Appears to be shaking related rather than tectonic.,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:25,Seitz/Rubin,,,,,,,,,,,,,,,,,,38.31258178,-122.3378488,Y,Pavement,38.31261444,-122.3379669,
51,1217.0,Uncertain,"Source: Napa 2014; Camilla Dr., tented asphalt trend N16W.",,,,,346,,,,,,M,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.31258178,-122.3378488,N,Pavement,38.31257248,-122.3378525,
862,1218.0,Uncertain,Source: Napa 2014; Many pre-existing cracks in old asphalt. Some open. Longest cracks are related to creep into drainage ditch adjacent to road. Many other irregular cracks.,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:28,Rubin/Seitz,,,,,,,,,,,,,,,,,,38.31339981,-122.336032,Y,Pavement,38.3134079,-122.3359985,
1119,1219.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:26,Wells,,,,,,,,,,,,,,,,,,38.31511043,-122.3377589,Y,Pavement,38.31510544,-122.3377457,
1360,1220.0,Uncertain,Source: Napa 2014; Apparent 1 cm left-lateral offset of double yellow and white lane lines. Many irregular cracks in driveway. Uncertain origin but difficult to understand as tectonic based on distance from observed rupture.,,LL,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:25,Seitz/Rubin,,,,,,,,,,,,,,,,,,38.31513714,-122.3377589,Y,Pavement,38.31506348,-122.3377075,1*
1965,1221.0,Uncertain,Source: Napa 2014; Left-lateral offset of road striping.,,LL,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:27,Schwartz,,,,,,,,,,,,,,,,,,38.31513714,-122.3377589,Y,Pavement,38.31511688,-122.3376007,
1056,1222.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.31513714,-122.3377589,Y,Pavement,38.31513214,-122.3377457,
1763,1223.0,Uncertain,Source: Napa 2014; Site name: redwood_rd_1 - Measurement: 0.2 cm - Measurement azimuth: 355 - Feature azimuth: 355 - Displacement sense: LL; small but all the way across road.,,LL,,,355,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.31516765,-122.3377513,Y,Pavement,38.31519699,-122.3377533,0.2
1054,1224.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.31516765,-122.3377513,Y,Pavement,38.31516647,-122.337738,
855,1229.0,Uncertain,Source: Napa 2014; Irregular cracks in road and shifted sidewalk slabs. No obvious throughgoing pattern. ,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:27,Rubin/Seitz,,,,,,,,,,,,,,,,,,38.29872631,-122.337904,Y,Curb/Sidewalk,38.29883957,-122.3378601,
1528,1230.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:09:01,Seitz,,,,,,,,,,,,,,,,,,38.29875022,-122.3379283,Y,Curb/Sidewalk,38.29878235,-122.3379593,
1508,1231.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:27,Seitz,,,,,,,,,,,,,,,,,,38.29875123,-122.337872,Y,Curb/Sidewalk,38.29880905,-122.337883,
1526,1232.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:09:01,Seitz,,,,,,,,,,,,,,,,,,38.2988293,-122.3377513,Y,Curb/Sidewalk,38.29882431,-122.337738,
856,1233.0,Uncertain,Source: Napa 2014; Left-lateral separations on both curbs on pre-existing breaks. Breaks in road in between curbs along pre-existing cracks. Large trees next to both curbs.,,LL,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:27,Rubin,,,,,,,,,,,,,,,,,,38.30124401,-122.3382548,N,Curb/Sidewalk,38.30123901,-122.3382416,
459,1234.0,Uncertain,"Source: Napa 2014; Twin Oaks Dr and Estates Dr: southeast corner, view east, sidewalk compression.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.30247234,-122.34462,Y,Curb/Sidewalk,38.30247116,-122.3446274,
458,1235.0,Uncertain,"Source: Napa 2014; Twin Oaks Dr and Estates Dr: southwest corner view west, sidewalk compression.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.3025143,-122.3448009,Y,Curb/Sidewalk,38.30252075,-122.3447723,
454,1236.0,Uncertain,"Source: Napa 2014; Twin Oaks Dr: compressed storm grate, east-west(bowed bar).",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.30258678,-122.3425349,Y,Curb/Sidewalk,38.30258179,-122.3425217,
1805,1237.0,Uncertain,Source: Napa 2014; nan,,LL,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.30327,-122.3465,Y,Curb/Sidewalk,38.30327,-122.3465,
456,1238.0,Uncertain,Source: Napa 2014; Twin Oaks Dr: tented sidewalk south side.,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.3033192,-122.346609,Y,Curb/Sidewalk,38.30329895,-122.3466034,
455,1239.0,Uncertain,"Source: Napa 2014; White Cliff Cir: west leg, sidewalk compression, north-south.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.3033936,-122.3457507,Y,Curb/Sidewalk,38.30340958,-122.3457489,
1790,1240.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.30341076,-122.3448314,Y,Curb/Sidewalk,38.30340576,-122.3448181,
1791,1241.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.30343746,-122.344427,Y,Curb/Sidewalk,38.30343246,-122.3444138,
457,1242.0,Uncertain,"Source: Napa 2014; Stonybrook Dr.: tented sidewalk west side, north-side compression.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.30350924,-122.3470966,Y,Curb/Sidewalk,38.3035202,-122.3470993,
765,1243.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, extensional feature, fill failure into creek. Extension of sidewalk down slope.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.3055775,-122.35153,N,Curb/Sidewalk,38.30557251,-122.3515167,
782,1244.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30567077,-122.3465546,N,Curb/Sidewalk,38.3056221,-122.346489,
801,1245.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional feautres in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30598346,-122.3461022,Y,Curb/Sidewalk,38.30605698,-122.3461304,
780,1246.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30614854,-122.3470602,N,Curb/Sidewalk,38.30618286,-122.3470993,
781,1247.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30618576,-122.3472522,N,Curb/Sidewalk,38.30613708,-122.3471909,
779,1248.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30625812,-122.3469501,N,Curb/Sidewalk,38.3062706,-122.3469849,
785,1249.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.306329,-122.345724,N,Curb/Sidewalk,38.30632401,-122.3457108,
1721,1250.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:10:03,Seitz,,,,,,,,,,,,,,,,,,38.30643199,-122.3523387,Y,Soil,38.306427,-122.3523254,
800,1251.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30654217,-122.3466353,Y,Curb/Sidewalk,38.30661392,-122.3466721,
1615,1252.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.30654262,-122.3454875,Y,Curb/Sidewalk,38.30653763,-122.3454742,
786,1253.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30654644,-122.3454951,N,Curb/Sidewalk,38.3065567,-122.3454666,
1723,1254.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:10:03,Seitz,,,,,,,,,,,,,,,,,,38.30661129,-122.352682,Y,Soil,38.30660629,-122.3526688,
777,1255.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30667716,-122.3465013,Y,Curb/Sidewalk,38.30680466,-122.3464584,
799,1256.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30674,-122.34664,Y,Curb/Sidewalk,38.30673981,-122.3466415,
906,1257.0,Uncertain,Source: Napa 2014; Sidewalk tenting; two panels shifted.,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.30676006,-122.3496303,Y,Curb/Sidewalk,38.30675507,-122.349617,
766,1258.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30681029,-122.3496974,N,Curb/Sidewalk,38.30688858,-122.3498001,
764,1259.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30710674,-122.3492051,N,Curb/Sidewalk,38.30711365,-122.3492126,
827,1260.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Pridmore,,,,,,,,,,,,,,,,,,38.30724071,-122.3442134,Y,Curb/Sidewalk,38.30723572,-122.3441849,
788,1261.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30724071,-122.3442134,N,Curb/Sidewalk,38.30731201,-122.3442535,
775,1262.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.3073586,-122.3457528,N,Curb/Sidewalk,38.3073349,-122.3457947,
825,1263.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Pridmore,,,,,,,,,,,,,,,,,,38.30745052,-122.3440684,Y,Pavement,38.30746078,-122.3440628,
789,1264.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30745052,-122.3440684,N,Curb/Sidewalk,38.30740738,-122.3441925,
826,1265.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:24,Pridmore,,,,,,,,,,,,,,,,,,38.30745244,-122.3441219,Y,Curb/Sidewalk,38.30745316,-122.3441315,
787,1266.0,Uncertain,"Source: Napa 2014; Tall Grass Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30745244,-122.3441219,N,Curb/Sidewalk,38.3073082,-122.3442841,
774,1267.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30782817,-122.3471523,N,Curb/Sidewalk,38.30782318,-122.3471985,
798,1268.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30798076,-122.3484859,Y,Curb/Sidewalk,38.30798721,-122.3484726,
1725,1269.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:10:03,Seitz,,,,,,,,,,,,,,,,,,38.30798076,-122.3484859,Y,Curb/Sidewalk,38.30787659,-122.3483276,
773,1270.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30820964,-122.3470592,N,Curb/Sidewalk,38.30820465,-122.3470459,
769,1271.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30821081,-122.3480983,N,Curb/Sidewalk,38.30825043,-122.3481445,
770,1272.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30833812,-122.3481286,N,Curb/Sidewalk,38.30831528,-122.3481064,
762,1273.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30853562,-122.3508295,N,Curb/Sidewalk,38.3085556,-122.3508224,
761,1274.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30871909,-122.3505007,N,Curb/Sidewalk,38.30868912,-122.3504791,
760,1275.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.3087704,-122.3503245,N,Curb/Sidewalk,38.30876541,-122.3503113,
759,1276.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.3088689,-122.3500464,N,Curb/Sidewalk,38.30884933,-122.350029,
771,1277.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30915265,-122.3468662,N,Curb/Sidewalk,38.3091774,-122.3468857,
757,1278.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30931244,-122.3497967,N,Curb/Sidewalk,38.30930328,-122.3497772,
758,1279.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs. compression, curb flop",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30938735,-122.3497232,N,Curb/Sidewalk,38.30934906,-122.3496933,
772,1280.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30944166,-122.3462207,N,Curb/Sidewalk,38.3094902,-122.3462372,
756,1281.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30947994,-122.3496226,N,Curb/Sidewalk,38.30947495,-122.3496094,
755,1282.0,Uncertain,"Source: Napa 2014; Morningside Drive Subdivision, compressional features in sidewalk comprised of tented and heaved sidewalks, and exploded curbs.",,,,,,,,,,,N,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30984615,-122.3491954,N,Curb/Sidewalk,38.30984116,-122.3491821,
796,1285.0,Uncertain,Source: Napa 2014; Fractures in pavement and soil appear to be mostly horizontal. Zone of separation up to 25 ft. Eastern most cracking along roadway. Mostly horizontal separation.,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.3119099,-122.3505305,Y,Pavement,38.31231308,-122.3508377,
916,1286.0,Uncertain,"Source: Napa 2014; Zone of cracks across asphalt seem to be related to slumping into adjacent drainage ditch. Quite extensive, about 50 m long, parallel to the roadway and it seems to be related to weak pavement. Direction roughly N45W.",,,,,315,,,,,,O,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.3119099,-122.3505305,Y,Pavement,38.31185532,-122.350647,
797,1287.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.31263851,-122.3511409,Y,Soil,38.3127327,-122.3511658,
793,1288.0,Uncertain,Source: Napa 2014; Deformation on Partrick Rd. Cracks show predominantly horizontal separation.,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.31315731,-122.3513621,Y,Pavement,38.31321716,-122.3514633,
