OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_citation,_latitude,_longitude,_napa_photo_exists,_observed_feature,_orig_lat,_orig_lon,Net_Slip_Preffered_cm
681,68.0,Tectonic,Source: Napa 2014; nan,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Delattre,,,,,,,,,,,,,,,,,,38.24314616,-122.3208369,Y,Pavement,38.24319839,-122.3208008,
2129,69.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson/Davenport,,,,,,,,,,,,,,,,,"Dawson, T., Kelson, K., Wesling, J., Hudnut, K. and Ponti, D., 2014, Surface fault rupture associated with the M 6.0 South Napa earthquake of August 24, 2014, in August 24, 2014 South Napa, California Earthquake, section 3: GEER Association Rept. No. GEER-037.",38.24314616,-122.3208369,Y,Pavement,38.24314117,-122.3208237,
816,70.0,Tectonic,"Source: Napa 2014; Fault rupture through road, offset about 7 cm.",,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Lancaster/Pridmore,,,,,,,,,,,,,,,,,,38.24314616,-122.3208369,Y,Pavement,38.24338913,-122.3210449,7*
589,71.0,Tectonic,Source: Napa 2014; 10-13 cm. Los Carneros Road near school.,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,,38.24314616,-122.3208369,Y,Pavement,38.24320221,-122.3207092,10-13*
1931,72.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24314616,-122.3208369,Y,Pavement,38.24314117,-122.3208237,
1315,73.0,Tectonic,Source: Napa 2014; 6-m-wide zone of right-stepping en echelon transpressional furrows in tarmac with left-stepping open fractures along crests: slip vector length was 0.15 ft. along 313 bearing. Average fault strike was 345. Slip measurement is minimum value.,,RL,,,345,,,,,,A,,,,,,,,,,>2.4,,,,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.24314616,-122.3208369,N,Pavement,38.24326706,-122.3209,>3.9
818,74.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Lancaster/Pridmore,,,,,,,,,,,,,,,,,,38.24318996,-122.3209139,Y,Soil,38.24315643,-122.3208923,
2159,75.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,,38.24319957,-122.3208217,Y,Pavement,38.24319458,-122.3208084,
2130,76.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson/Davenport,,,,,,,,,,,,,,,,,,38.24345079,-122.3210195,Y,Soil,38.24344635,-122.3210068,
1851,77.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24349711,-122.3210336,Y,Soil,38.24350739,-122.3210602,
814,78.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Lancaster/Pridmore,,,,,,,,,,,,,,,,,,38.24349711,-122.3210336,Y,Soil,38.2435112,-122.3210449,
1932,79.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24349711,-122.3210336,Y,Soil,38.24350739,-122.3210602,
1314,80.0,Tectonic,Source: Napa 2014; 7.5-m-wide zone of right-stepping en echelon transpressional furrows in tarmac with left-stepping open fractures along crests: vertical displacement 0.7 ft. east-up.,,RL,E,,,,,,,,A,,,,,,,,,,,,,21.3,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.24361331,-122.3211125,N,Pavement,38.24360657,-122.3210983,
1313,81.0,Tectonic,Source: Napa 2014; 7.5-m-wide zone of right-stepping en echelon transpressional furrows in tarmac with left-stepping open fractures along crests: slip vector length was 0.1 ft. along 282 bearing. Average fault strike is 345. Slip measurement is minimum value.,,RL,,,345,,,,,,A,,,,,,,,,,>2.7,,,,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.24365733,-122.3211726,N,Pavement,38.24365234,-122.3211594,>1.4
1312,82.0,Tectonic,Source: Napa 2014; 7.5-m-wide zone of right-stepping en echelon transpressional furrows in tarmac with left-stepping open fractures along crests: vertical displacement 0.25 ft. east-up.,,RL,E,,,,,,,,A,,,,,,,,,,,,,7.6,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.24370362,-122.3211615,N,Pavement,38.24369812,-122.3211517,
1930,83.0,Tectonic,Source: Napa 2014; Site name: stone_bridge - Measurement: 9 cm - Measurement azimuth: 330 - Feature azimuth: 30 - Displacement sense: opening.,,,,,330,,,9*,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24387096,-122.3211574,Y,Pavement,38.24386597,-122.3211441,
680,84.0,Tectonic,Source: Napa 2014; nan,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Delattre,,,,,,,,,,,,,,,,,,38.2438824,-122.3212642,Y,Pavement,38.24330139,-122.3203964,
1738,,,"Source: Napa 2014; Site name: stone bridge, increased to 12 cm opening on 8/25.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,,38.243898,-122.321254,Y,Pavement,38.24386597,-122.3211441,
568,86.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson/Davenport,,,,,,,,,,,,,,,,,,38.24390684,-122.3212464,Y,Pavement,38.24396896,-122.3212204,
820,87.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Lancaster/Pridmore,,,,,,,,,,,,,,,,,,38.24390684,-122.3212464,Y,Pavement,38.24388123,-122.3212967,
1307,88.0,Tectonic,Source: Napa 2014; 15- to 18-m-wide zone of distributed cracking and warping in tarmac; slip vector length was 0.38 ft. along 320 bearing. Average fault strike was 345. Vertical displacement 0.25 ft. east-up. Slip measurement is minimum value.,,RL,E,,345,,,,,,A,,,,,,,,,,>4.9,,,7.6,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.24390684,-122.3212464,N,Pavement,38.24399948,-122.3212814,>10.5
425,89.0,Tectonic,Source: Napa 2014; Fractures in pavement.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Hudnut,,,,,,,,,,,,,,,,,,38.24390684,-122.3212464,Y,Pavement,38.24390411,-122.3212585,
2132,90.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson/Davenport,,,,,,,,,,,,,,,,,,38.24407639,-122.32132,Y,Pavement,38.24406815,-122.3213043,
424,91.0,Tectonic,Source: Napa 2014; Fracture in pavement.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Hudnut,,,,,,,,,,,,,,,,,,38.24410949,-122.3213452,Y,Pavement,38.24409103,-122.3213501,
1306,92.0,Tectonic,Source: Napa 2014; 9-m-wide zone of distributed cracking and warping in tarmac: slip vector length was 0.9 ft. along 286 bearing. Average fault strike was 345. Slip measurement is minimum value.,,RL,,,345,,,,,,A,,,,,,,,,,>23.5,,,,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.2441151,-122.3214168,N,Pavement,38.24411011,-122.3214035,>14.1
423,93.0,Tectonic,Source: Napa 2014; Fractures in soil.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Hudnut,,,,,,,,,,,,,,,,,,38.24416494,-122.3213885,Y,Soil,38.24416351,-122.3213882,
1798,94.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24417354,-122.3213856,Y,Wall/Fence,38.24417,-122.3214,
739,95.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24417354,-122.3213856,Y,Wall/Fence,38.24417,-122.3214,
1304,96.0,Tectonic,Source: Napa 2014; 2.5- to 3-m-wide zone of right-stepping en echelon transpressional furrows with left-stepping open fractures along crests: slip vector length was 0.25 ft. (~7.5 cm) along 340 bearing. Average fault strike was 345. Slip measurement is minimum value.,,RL,,,345,,,,,,A,,,,,,,,,,>0.6,,,,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.24445418,-122.3215609,N,Soil,38.24443436,-122.3215485,>7.6
1305,97.0,Tectonic,Source: Napa 2014; 2.5- to 3-m-wide zone of right-stepping en echelon transpressional furrows with left-stepping open fractures along crests: vertical displacement 0.3 ft. west-up.,,RL,W,,,,,,,,A,,,,,,,,,,,,,9.1,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.24463907,-122.3216821,N,Soil,38.24463272,-122.3216705,
1303,98.0,Tectonic,Source: Napa 2014; 2.5-m-wide zone of right-stepping en echelon transpressional furrows with left-stepping open fractures along crests: slip vector length was 0.6 ft. along 307 bearing. Average fault strike was 345. Slip measurement is minimum value. Vertical component displacement was 0.25 ft. west-up.,,RL,W,,345,,,,,,A,,,,,,,,,,>11.2,,,7.6,,,,,2014:08:30,Lutz,,,,,,,,,,,,,,,,,,38.244817,-122.3217601,N,Soil,38.24481201,-122.3217468,>14.4
1302,99.0,Tectonic,Source: Napa 2014; 7.5-m-wide zone of left-stepping en echelon fractures: slip vector length was 0.35 ft. along 325 bearing. Average fault strike was 345. Slip measurement is minimum value.,,RL,,,345,,,,,,A,,,,,,,,,,>3.6,,,,,,,,2014:09:02,Lutz,,,,,,,,,,,,,,,,,,38.24531361,-122.3219973,N,Soil,38.24530029,-122.3219833,>10
1933,100.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24581051,-122.3222629,Y,Soil,38.24583054,-122.3222885,
2125,101.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson/Davenport,,,,,,,,,,,,,,,,,,38.24581051,-122.3222629,Y,Soil,38.24579239,-122.3222504,
1799,102.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24581051,-122.3222629,Y,Soil,38.24583054,-122.3222885,
805,103.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Lancaster/Pridmore,,,,,,,,,,,,,,,,,,38.24581051,-122.3222629,Y,Soil,38.24585342,-122.3223114,
2124,104.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson/Davenport,,,,,,,,,,,,,,,,,,38.24591183,-122.322299,Y,Pavement,38.24586105,-122.322258,
1934,105.0,Tectonic,Source: Napa 2014; Crack in asphalt patch.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24591183,-122.322299,Y,Pavement,38.24592972,-122.3223038,
1739,106.0,Tectonic,Source: Napa 2014; Site name: middle - Measurement: None - Measurement azimuth: None - Feature azimuth: 345 - Displacement sense: RL; buckled road.,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.24592794,-122.3223056,Y,Pavement,38.24592972,-122.3223038,
736,107.0,Tectonic,"Source: Napa 2014; Fault across road, repaired by county. Roughly six inches right-lateral offset.",,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Lancaster/Pridmore,,,,,,,,,,,,,,,,,,38.24592794,-122.3223056,Y,Pavement,38.2457962,-122.3222885,15*
1800,108.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.2459643,-122.3223651,Y,Wall/Fence,38.24599457,-122.3223038,
422,109.0,Tectonic,Source: Napa 2014; Fence offset.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Hudnut,,,,,,,,,,,,,,,,,,38.2459643,-122.3223651,Y,Wall/Fence,38.24612427,-122.3220596,
1157,110.0,Tectonic,"Source: Napa 2014; Vegetation lineament, Middle Ave; view to west.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:25,Lutz,,,,,,,,,,,,,,,,,,38.24676369,-122.3227207,Y,Vineyard row,38.24684906,-122.3223877,
2123,111.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.24995909,-122.3241504,Y,Soil,38.24995422,-122.3241348,
395,112.0,Tectonic,Source: Napa 2014; Offset pavement and fractures in soil; N10W zone of fractures at asphalt in road crossing; 15-25 cm right-lateral across zone of en echelon cracks.,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Hudnut,,,,,,,,,,,,,,,,,,38.24997838,-122.3241531,Y,Soil,38.24995804,-122.3241959,15-25*
2122,113.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25006646,-122.3242115,Y,Soil,38.25009537,-122.3242111,
2121,114.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25040859,-122.3244468,Y,Soil,38.25040436,-122.3244324,
591,115.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Dawson,,,,,,,,,,,,,,,,,,38.25040859,-122.3244468,Y,Soil,38.2504425,-122.3244705,
977,116.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.25074985,-122.3246353,Y,Vineyard row,38.25201035,-122.323082,
2120,117.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25107624,-122.3248296,Y,Soil,38.25107193,-122.3248138,
2119,118.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25140208,-122.3250166,Y,Soil,38.25139618,-122.3250046,
1740,119.0,Tectonic,Source: Napa 2014; Site name: withers - Measurement: 20 cm - Measurement azimuth: 345 - Feature azimuth: None - Displacement sense: RL.,,RL,,,345,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.2515959,-122.3251421,Y,Pavement,38.25156784,-122.3251343,20*
2118,120.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.2515959,-122.3251421,Y,Pavement,38.25157547,-122.3251266,
1935,121.0,Tectonic,Source: Napa 2014; Site name: withers ,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.2515959,-122.3251421,Y,Pavement,38.25157166,-122.3251266,
397,122.0,Tectonic,Source: Napa 2014; Fractures in pavement; 15-25 cm right-lateral along scarp of previously mapped strand.,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Hudnut,,,,,,,,,,,,,,,,,,38.2515959,-122.3251421,Y,Pavement,38.25159073,-122.3251495,15-25*
1852,123.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.25164936,-122.3251495,Y,Soil,38.25164413,-122.3251343,
398,124.0,Tectonic,Source: Napa 2014; Fractures in soil.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Hudnut,,,,,,,,,,,,,,,,,,38.25164936,-122.3251495,Y,Soil,38.25164032,-122.3251495,
399,125.0,Tectonic,Source: Napa 2014; Offset fence.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Hudnut,,,,,,,,,,,,,,,,,,38.25166444,-122.3251566,Y,Wall/Fence,38.25165558,-122.3251495,
400,126.0,Tectonic,Source: Napa 2014; Fractures in soil.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Hudnut,,,,,,,,,,,,,,,,,,38.25168297,-122.3251653,Y,Soil,38.25166321,-122.3251724,
258,127.0,Tectonic,"Source: Napa 2014; Looking northward from Withers Rd, rupture 34 days post-earthquake.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:27,Lienkaemper,,,,,,,,,,,,,,,,,,38.25168297,-122.3251653,Y,Soil,38.25159454,-122.3255768,
980,128.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.25227474,-122.3225612,Y,Soil,38.25225067,-122.3225403,
985,129.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.25231288,-122.3225612,Y,Soil,38.25231552,-122.3225327,
983,130.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.25236247,-122.3225383,Y,Soil,38.25236893,-122.3225174,
986,131.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.25249599,-122.3225993,Y,Soil,38.25251389,-122.3225861,
989,132.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.25254176,-122.3226298,Y,Soil,38.25254822,-122.3225861,
678,133.0,Tectonic,Source: Napa 2014; Plank wall and header split by right-lateral deflection.,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Delattre,,,,,,,,,,,,,,,,,,38.25269053,-122.3256535,Y,Wall/Fence,38.25099945,-122.3249969,
535,134.0,Tectonic,Source: Napa 2014; Vineyard offset--Cuttings Wharf Rd looking west.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Zaccone,,,,,,,,,,,,,,,,,,38.25291352,-122.3257884,Y,Vineyard row,38.25323486,-122.3253174,
676,135.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Delattre,,,,,,,,,,,,,,,,,,38.25334056,-122.3260174,Y,Wall/Fence,38.25340652,-122.3256683,
2117,136.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25334056,-122.3260174,Y,Wall/Fence,38.25333405,-122.326004,
2116,137.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25337813,-122.3260339,Y,Soil,38.25326538,-122.3259735,
533,138.0,Tectonic,Source: Napa 2014; Horse ranch Cuttings Wharf Road.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Zaccone,,,,,,,,,,,,,,,,,,38.25337813,-122.3260339,Y,Soil,38.25376511,-122.3259811,
2115,139.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25341146,-122.3260619,Y,Wall/Fence,38.25340652,-122.3260422,
2114,140.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25343686,-122.3260732,Y,Soil,38.25343323,-122.3260574,
2112,141.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.2535752,-122.3261588,Y,Soil,38.25358963,-122.3261642,
823,142.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Lancaster/Pridmore,,,,,,,,,,,,,,,,,,38.2535752,-122.3261588,Y,Soil,38.25384521,-122.3260117,
401,143.0,Tectonic,Source: Napa 2014; Fractures in soil.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Hudnut,,,,,,,,,,,,,,,,,,38.2535752,-122.3261588,Y,Soil,38.25357056,-122.3261642,
1732,144.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:10:13,Seitz,,,,,,,,,,,,,,,,,,38.2535752,-122.3261588,Y,Soil,38.25362015,-122.3261719,
675,145.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Delattre,,,,,,,,,,,,,,,,,,38.2536404,-122.3262004,Y,Soil,38.25370407,-122.3262405,
2154,146.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,,38.2536404,-122.3262004,Y,Soil,38.25363541,-122.3261871,
2113,147.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.25365845,-122.326218,Y,Soil,38.25366592,-122.3262177,
595,148.0,Tectonic,Source: Napa 2014; Offset driveway. About 10 cm right lateral.,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,,38.25367033,-122.3262297,Y,Soil,38.25367737,-122.3261719,10*
534,149.0,Tectonic,"Source: Napa 2014; Horse ranch, Cuttings Wharf Road.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Zaccone,,,,,,,,,,,,,,,,,,38.25367033,-122.3262297,Y,Soil,38.25376511,-122.3259811,
